customer_id,company_size,industry,region,signup_date,plan_type,contract_type,monthly_revenue,tenure_months,churned,cancel_date,avg_monthly_logins,avg_session_minutes,feature_usage_score,support_ticket_count,avg_resolution_hours
C00989,Mid-Market,Finance,US,2023-09-21,Pro,Monthly,79,19,0,,11,22,53,2,7
C00990,SMB,Healthcare,US,2022-04-19,Basic,Monthly,29,20,0,,14,22,71,0,20
C00991,SMB,Healthcare,US,2023-06-28,Basic,Monthly,29,30,0,,21,15,44,2,6
C00992,Enterprise,Tech,US,2023-10-06,Enterprise,Monthly,149,25,0,,19,17,46,1,16
C00993,Enterprise,Finance,US,2023-05-19,Enterprise,Annual,149,8,0,,19,19,62,2,15
C00994,SMB,Marketing,US,2022-08-16,Basic,Monthly,29,29,0,,23,30,86,2,23
C00995,Enterprise,Marketing,US,2022-01-16,Enterprise,Monthly,149,2,0,,16,15,44,1,7
C00996,SMB,Tech,EU,2022-03-27,Basic,Monthly,29,16,0,,19,28,81,0,15
C00997,Mid-Market,Retail,APAC,2023-10-02,Pro,Monthly,79,28,0,,15,26,46,1,18
C00998,Enterprise,Retail,US,2023-04-01,Enterprise,Monthly,149,6,0,,18,15,80,1,23
C00999,Enterprise,Tech,EU,2023-07-03,Enterprise,Monthly,149,13,0,,20,32,58,1,5
C01000,SMB,Tech,US,2023-04-04,Basic,Annual,29,2,0,,17,16,77,2,8
C01001,SMB,Finance,EU,2023-04-19,Basic,Monthly,29,23,1,2025-03-09 00:00:00,5,10,27,5,51
C01002,Mid-Market,Healthcare,US,2023-06-24,Pro,Annual,79,9,0,,12,26,71,1,6
C01003,Mid-Market,Healthcare,US,2023-08-19,Pro,Monthly,79,23,0,,15,22,58,1,5
C01004,SMB,Healthcare,US,2022-01-15,Basic,Monthly,29,32,0,,10,22,72,0,6
C01005,SMB,Marketing,APAC,2023-07-07,Basic,Annual,29,33,1,2026-03-23 00:00:00,3,11,24,4,53
C01006,Mid-Market,Retail,EU,2022-10-07,Pro,Monthly,79,20,0,,14,18,73,1,5
C01007,SMB,Marketing,US,2023-08-27,Basic,Monthly,29,11,0,,22,19,80,2,16
C01008,Mid-Market,Finance,US,2022-03-07,Pro,Monthly,79,28,0,,22,32,78,1,17
C01009,SMB,Finance,EU,2022-02-28,Basic,Annual,29,7,1,2022-09-26 00:00:00,4,6,28,6,47
C01010,Mid-Market,Healthcare,US,2022-05-27,Pro,Monthly,79,35,0,,23,29,85,2,6
C01011,SMB,Marketing,US,2022-01-14,Basic,Annual,29,32,1,2024-08-31 00:00:00,6,10,28,3,61
C01012,Mid-Market,Healthcare,US,2023-07-23,Pro,Annual,79,4,0,,23,16,50,2,14
C01013,SMB,Retail,US,2023-08-29,Basic,Monthly,29,27,1,2025-11-16 00:00:00,5,11,11,5,39
C01014,Enterprise,Healthcare,EU,2023-02-10,Enterprise,Monthly,149,27,0,,22,15,65,2,14
C01015,SMB,Healthcare,EU,2022-01-08,Basic,Monthly,29,17,1,2023-06-02 00:00:00,4,10,17,5,69
C01016,SMB,Finance,US,2022-11-03,Basic,Annual,29,16,0,,12,19,76,1,16
C01017,SMB,Marketing,APAC,2023-01-24,Basic,Monthly,29,8,0,,22,27,55,1,23
C01018,Mid-Market,Marketing,APAC,2023-05-18,Pro,Annual,79,6,0,,15,33,78,1,10
C01019,SMB,Tech,APAC,2022-12-02,Basic,Monthly,29,15,0,,24,28,53,1,17
C01020,Mid-Market,Healthcare,EU,2023-04-10,Pro,Monthly,79,32,0,,18,28,72,2,13
C01021,SMB,Tech,US,2022-04-26,Basic,Monthly,29,8,0,,18,34,61,2,23
C01022,SMB,Finance,US,2023-07-12,Basic,Monthly,29,19,1,2025-02-01 00:00:00,4,5,23,4,62
C01023,Mid-Market,Finance,US,2023-02-28,Pro,Monthly,79,2,0,,16,25,86,0,5
C01024,Mid-Market,Tech,EU,2023-08-06,Pro,Monthly,79,4,0,,17,34,85,2,10
C01025,SMB,Retail,US,2023-08-13,Basic,Annual,29,27,0,,13,18,60,1,10
C01026,SMB,Healthcare,US,2022-01-28,Basic,Monthly,29,16,0,,18,17,68,2,21
C01027,SMB,Finance,US,2022-06-26,Basic,Monthly,29,1,0,,17,16,48,0,16
C01028,SMB,Finance,US,2023-11-21,Basic,Monthly,29,11,0,,17,16,87,2,13
C01029,SMB,Healthcare,US,2022-02-16,Basic,Annual,29,31,0,,22,32,60,0,7
C01030,Mid-Market,Healthcare,US,2023-07-09,Pro,Annual,79,21,0,,16,33,89,2,14
C01031,SMB,Healthcare,APAC,2022-04-22,Basic,Monthly,29,8,0,,16,29,63,0,23
C01032,Enterprise,Marketing,APAC,2022-03-03,Enterprise,Annual,149,20,0,,11,29,62,1,6
C01033,SMB,Retail,US,2022-01-02,Basic,Annual,29,1,1,2022-02-01 00:00:00,5,9,14,5,70
C01034,SMB,Healthcare,EU,2022-03-24,Basic,Monthly,29,1,1,2022-04-23 00:00:00,5,6,21,5,59
C01035,Mid-Market,Tech,APAC,2023-04-13,Pro,Annual,79,27,0,,11,32,60,0,15
C01036,SMB,Healthcare,EU,2022-11-08,Basic,Annual,29,11,1,2023-10-04 00:00:00,2,8,22,3,68
C01037,Enterprise,Healthcare,US,2023-09-05,Enterprise,Monthly,149,12,0,,21,24,58,0,8
C01038,SMB,Healthcare,US,2023-09-20,Basic,Monthly,29,21,0,,21,30,54,2,20
C01039,Mid-Market,Tech,US,2022-08-05,Pro,Annual,79,6,1,2023-02-01 00:00:00,7,10,20,5,36
C01040,SMB,Marketing,APAC,2022-09-04,Basic,Annual,29,28,1,2024-12-22 00:00:00,7,11,24,5,47
C01041,SMB,Marketing,US,2023-08-13,Basic,Monthly,29,31,0,,19,26,51,1,12
C01042,Enterprise,Tech,US,2023-07-06,Enterprise,Monthly,149,34,0,,14,15,62,0,20
C01043,SMB,Tech,EU,2023-03-20,Basic,Monthly,29,26,0,,18,29,60,1,16
C01044,SMB,Marketing,US,2023-09-12,Basic,Annual,29,14,0,,13,20,69,0,7
C01045,Enterprise,Marketing,APAC,2022-03-19,Enterprise,Annual,149,14,0,,13,15,59,2,17
C01046,Mid-Market,Healthcare,US,2022-04-12,Pro,Monthly,79,4,0,,23,33,78,2,11
C01047,SMB,Marketing,APAC,2023-04-07,Basic,Monthly,29,16,0,,21,15,45,0,18
C01048,SMB,Finance,US,2023-06-10,Basic,Monthly,29,4,0,,21,16,56,2,13
C01049,SMB,Tech,US,2022-01-15,Basic,Monthly,29,21,0,,21,26,71,2,8
C01050,SMB,Retail,EU,2023-08-07,Basic,Annual,29,34,0,,18,22,63,0,9
C01051,SMB,Finance,US,2022-12-17,Basic,Annual,29,22,1,2024-10-07 00:00:00,2,11,16,6,36
C01052,SMB,Healthcare,US,2022-02-05,Basic,Monthly,29,28,1,2024-05-25 00:00:00,5,7,15,5,62
C01053,SMB,Healthcare,EU,2022-02-07,Basic,Monthly,29,4,0,,13,27,55,0,17
C01054,SMB,Marketing,EU,2023-01-11,Basic,Monthly,29,26,0,,16,30,77,2,9
C01055,Enterprise,Finance,US,2023-04-18,Enterprise,Monthly,149,15,0,,11,26,62,2,16
C01056,Enterprise,Marketing,APAC,2023-05-09,Enterprise,Monthly,149,29,0,,22,23,52,0,17
C01057,SMB,Finance,US,2022-04-21,Basic,Monthly,29,32,0,,11,28,89,1,18
C01058,Mid-Market,Tech,US,2022-11-06,Pro,Monthly,79,17,0,,12,30,58,0,22
C01059,SMB,Finance,US,2022-07-05,Basic,Annual,29,12,0,,19,32,81,2,23
C01060,Mid-Market,Retail,EU,2023-04-20,Pro,Monthly,79,34,0,,17,31,43,2,12
C01061,SMB,Healthcare,EU,2023-04-14,Basic,Monthly,29,16,1,2024-08-06 00:00:00,2,6,26,7,32
C01062,Mid-Market,Tech,US,2022-01-09,Pro,Monthly,79,28,0,,21,22,54,1,9
C01063,SMB,Retail,US,2023-04-11,Basic,Annual,29,12,0,,23,20,60,1,11
C01064,Enterprise,Healthcare,US,2023-03-20,Enterprise,Monthly,149,18,0,,14,20,51,2,19
C01065,Mid-Market,Healthcare,US,2022-11-10,Pro,Monthly,79,21,0,,15,33,84,2,17
C01066,SMB,Finance,EU,2022-12-22,Basic,Monthly,29,27,0,,10,32,59,2,9
C01067,SMB,Tech,EU,2023-01-28,Basic,Monthly,29,13,0,,11,28,77,1,11
C01068,SMB,Finance,APAC,2022-02-15,Basic,Annual,29,6,0,,10,26,46,0,5
C01069,SMB,Retail,US,2023-04-10,Basic,Monthly,29,35,0,,16,20,43,2,8
C01070,SMB,Tech,US,2022-01-13,Basic,Annual,29,28,1,2024-05-02 00:00:00,5,6,13,7,65
C01071,SMB,Tech,APAC,2022-02-01,Basic,Monthly,29,31,0,,24,28,87,2,18
C01072,Mid-Market,Finance,APAC,2022-02-06,Pro,Monthly,79,24,0,,13,32,64,2,7
C01073,SMB,Marketing,EU,2022-07-27,Basic,Monthly,29,7,0,,15,26,57,1,18
C01074,Mid-Market,Retail,US,2022-09-15,Pro,Monthly,79,28,0,,15,23,75,2,14
C01075,SMB,Retail,US,2023-03-17,Basic,Annual,29,28,1,2025-07-04 00:00:00,7,5,21,5,48
C01076,Enterprise,Retail,US,2022-06-16,Enterprise,Annual,149,7,0,,24,34,54,1,17
C01077,SMB,Marketing,EU,2023-09-16,Basic,Monthly,29,9,0,,19,23,61,2,10
C01078,Enterprise,Finance,EU,2022-03-22,Enterprise,Monthly,149,7,0,,24,34,83,2,11
C01079,SMB,Tech,US,2022-12-08,Basic,Annual,29,22,0,,17,31,84,1,13
C01080,SMB,Finance,US,2023-09-07,Basic,Annual,29,12,1,2024-09-01 00:00:00,5,10,13,4,59
C01081,SMB,Tech,US,2022-02-17,Basic,Monthly,29,19,0,,11,17,88,1,18
C01082,SMB,Tech,APAC,2022-06-27,Basic,Annual,29,14,0,,18,18,43,2,18
C01083,SMB,Marketing,US,2022-07-08,Basic,Annual,29,10,0,,11,22,40,2,4
C01084,Mid-Market,Tech,US,2023-02-11,Pro,Monthly,79,25,0,,22,25,56,0,16
C01085,SMB,Healthcare,US,2022-11-08,Basic,Monthly,29,19,1,2024-05-31 00:00:00,5,11,25,3,44
C01086,SMB,Marketing,EU,2022-09-01,Basic,Monthly,29,1,0,,19,28,58,0,20
C01087,SMB,Retail,US,2022-04-14,Basic,Annual,29,19,1,2023-11-05 00:00:00,2,5,14,3,29
C01088,SMB,Finance,APAC,2022-08-28,Basic,Monthly,29,31,1,2025-03-15 00:00:00,7,10,24,7,39
C01089,SMB,Healthcare,US,2022-04-05,Basic,Monthly,29,29,0,,20,25,64,1,13
C01090,Mid-Market,Tech,US,2022-01-21,Pro,Annual,79,29,0,,22,19,79,2,4
C01091,SMB,Tech,EU,2022-07-01,Basic,Monthly,29,5,1,2022-11-28 00:00:00,3,9,15,5,33
C01092,SMB,Marketing,US,2022-08-31,Basic,Monthly,29,3,0,,14,25,64,2,6
C01093,Mid-Market,Finance,EU,2022-08-11,Pro,Annual,79,8,0,,19,16,43,1,22
C01094,Enterprise,Marketing,APAC,2022-06-03,Enterprise,Monthly,149,4,0,,22,23,77,0,22
C01095,SMB,Retail,US,2023-05-13,Basic,Monthly,29,14,1,2024-07-06 00:00:00,7,10,24,6,31
C01096,Enterprise,Tech,EU,2022-08-29,Enterprise,Monthly,149,30,0,,16,21,89,1,5
C01097,Enterprise,Marketing,US,2023-06-10,Enterprise,Monthly,149,5,0,,20,19,88,1,7
C01098,Mid-Market,Marketing,US,2022-07-23,Pro,Monthly,79,17,0,,24,32,57,0,17
C01099,Mid-Market,Marketing,US,2022-07-27,Pro,Annual,79,7,0,,19,19,60,2,22
C01100,Mid-Market,Finance,US,2023-10-06,Pro,Monthly,79,18,1,2025-03-29 00:00:00,5,10,25,6,47
C01101,SMB,Finance,US,2022-03-07,Basic,Annual,29,30,0,,12,30,83,0,12
C01102,SMB,Marketing,US,2022-11-09,Basic,Annual,29,15,0,,16,34,43,1,7
C01103,SMB,Healthcare,EU,2022-04-27,Basic,Annual,29,11,1,2023-03-23 00:00:00,6,10,17,3,41
C01104,Mid-Market,Healthcare,US,2022-07-18,Pro,Monthly,79,14,0,,11,32,70,0,23
C01105,SMB,Finance,APAC,2022-04-07,Basic,Monthly,29,20,0,,17,22,71,0,10
C01106,SMB,Healthcare,APAC,2023-07-02,Basic,Monthly,29,9,1,2024-03-28 00:00:00,3,7,26,4,26
C01107,Mid-Market,Finance,APAC,2022-08-23,Pro,Annual,79,28,0,,18,34,67,0,14
C01108,Enterprise,Tech,US,2023-07-08,Enterprise,Monthly,149,2,0,,12,19,59,1,14
C01109,Enterprise,Marketing,APAC,2023-11-09,Enterprise,Monthly,149,10,0,,10,25,58,0,7
C01110,Mid-Market,Marketing,APAC,2022-11-04,Pro,Monthly,79,14,0,,15,23,60,0,11
C01111,Enterprise,Finance,EU,2023-02-13,Enterprise,Monthly,149,5,1,2023-07-13 00:00:00,2,11,13,3,64
C01112,Mid-Market,Finance,EU,2022-03-24,Pro,Annual,79,19,0,,10,24,58,2,14
C01113,Enterprise,Finance,APAC,2022-03-03,Enterprise,Monthly,149,25,0,,19,32,54,2,13
C01114,Enterprise,Healthcare,US,2023-05-27,Enterprise,Monthly,149,23,0,,24,18,88,2,5
C01115,Mid-Market,Tech,US,2023-10-09,Pro,Monthly,79,1,1,2023-11-08 00:00:00,6,6,21,6,45
C01116,SMB,Healthcare,APAC,2022-06-15,Basic,Monthly,29,34,0,,18,26,76,0,18
C01117,SMB,Tech,US,2023-04-22,Basic,Monthly,29,5,0,,24,24,75,0,11
C01118,SMB,Tech,EU,2023-04-10,Basic,Monthly,29,22,1,2025-01-29 00:00:00,3,6,15,4,50
C01119,SMB,Retail,APAC,2022-03-24,Basic,Annual,29,34,1,2025-01-07 00:00:00,5,6,13,5,32
C01120,Mid-Market,Retail,APAC,2023-02-23,Pro,Monthly,79,9,0,,15,18,79,2,5
C01121,SMB,Tech,APAC,2022-09-10,Basic,Monthly,29,15,0,,12,34,85,0,22
C01122,Enterprise,Healthcare,US,2022-04-29,Enterprise,Monthly,149,6,0,,22,17,50,2,13
C01123,Enterprise,Finance,US,2022-05-20,Enterprise,Monthly,149,13,0,,18,30,71,0,8
C01124,SMB,Retail,US,2022-11-03,Basic,Monthly,29,21,0,,14,20,48,0,15
C01125,SMB,Tech,EU,2023-07-22,Basic,Annual,29,6,0,,13,16,65,2,13
C01126,Mid-Market,Healthcare,US,2022-05-08,Pro,Monthly,79,32,1,2024-12-23 00:00:00,2,8,28,3,44
C01127,SMB,Finance,US,2023-09-18,Basic,Monthly,29,32,1,2026-05-05 00:00:00,4,11,27,7,27
C01128,Mid-Market,Healthcare,US,2022-07-21,Pro,Monthly,79,22,0,,10,33,87,2,18
C01129,Mid-Market,Healthcare,EU,2022-08-22,Pro,Monthly,79,31,0,,22,23,86,1,22
C01130,SMB,Healthcare,EU,2022-09-03,Basic,Monthly,29,24,0,,24,30,69,1,12
C01131,Mid-Market,Healthcare,US,2022-05-12,Pro,Monthly,79,1,0,,24,18,50,0,21
C01132,SMB,Marketing,US,2022-09-18,Basic,Monthly,29,22,0,,14,20,66,0,19
C01133,Enterprise,Healthcare,EU,2023-11-05,Enterprise,Monthly,149,23,0,,10,31,87,0,21
C01134,SMB,Finance,US,2022-11-02,Basic,Monthly,29,23,0,,17,27,47,2,9
C01135,SMB,Marketing,US,2023-03-25,Basic,Monthly,29,3,1,2023-06-23 00:00:00,6,11,20,4,58
C01136,SMB,Retail,EU,2023-05-27,Basic,Monthly,29,27,1,2025-08-14 00:00:00,7,7,23,3,34
C01137,Mid-Market,Retail,EU,2022-10-22,Pro,Monthly,79,30,0,,18,22,44,1,22
C01138,Mid-Market,Finance,EU,2022-02-05,Pro,Annual,79,27,0,,14,30,69,2,18
C01139,Mid-Market,Healthcare,EU,2022-09-04,Pro,Annual,79,35,0,,12,21,89,1,21
C01140,SMB,Healthcare,APAC,2022-12-26,Basic,Monthly,29,20,1,2024-08-17 00:00:00,5,10,28,7,44
C01141,SMB,Retail,EU,2023-10-25,Basic,Monthly,29,9,1,2024-07-21 00:00:00,2,10,10,4,27
C01142,SMB,Healthcare,US,2023-05-13,Basic,Monthly,29,14,1,2024-07-06 00:00:00,3,5,17,6,69
C01143,SMB,Retail,US,2022-04-16,Basic,Monthly,29,18,0,,13,29,66,0,11
C01144,Mid-Market,Marketing,US,2022-12-27,Pro,Annual,79,34,0,,20,17,56,1,17
C01145,SMB,Finance,US,2022-04-22,Basic,Annual,29,33,1,2025-01-06 00:00:00,3,6,17,4,41
C01146,Enterprise,Finance,APAC,2022-12-26,Enterprise,Monthly,149,16,0,,13,33,40,2,6
C01147,SMB,Tech,US,2022-11-06,Basic,Annual,29,4,1,2023-03-06 00:00:00,4,7,17,6,46
C01148,SMB,Marketing,EU,2023-08-17,Basic,Monthly,29,22,0,,12,29,77,0,17
C01149,Enterprise,Retail,US,2023-10-10,Enterprise,Annual,149,10,0,,19,26,59,0,17
C01150,Mid-Market,Retail,EU,2022-03-23,Pro,Monthly,79,2,0,,19,32,61,2,4
C01151,SMB,Healthcare,EU,2023-11-02,Basic,Annual,29,2,1,2024-01-01 00:00:00,5,6,22,7,45
C01152,Mid-Market,Marketing,EU,2022-05-28,Pro,Monthly,79,8,0,,15,18,54,0,8
C01153,SMB,Tech,US,2022-01-10,Basic,Monthly,29,4,1,2022-05-10 00:00:00,7,5,10,3,68
C01154,SMB,Tech,US,2023-01-13,Basic,Monthly,29,3,0,,19,15,85,2,23
C01155,Mid-Market,Retail,US,2023-03-28,Pro,Monthly,79,29,0,,21,34,80,2,16
C01156,SMB,Tech,EU,2023-03-24,Basic,Monthly,29,34,1,2026-01-07 00:00:00,7,9,28,7,57
C01157,Enterprise,Tech,US,2022-06-01,Enterprise,Annual,149,7,0,,12,29,68,1,13
C01158,Mid-Market,Tech,US,2022-08-20,Pro,Monthly,79,20,0,,21,16,52,2,4
C01159,SMB,Healthcare,US,2023-06-28,Basic,Monthly,29,31,1,2026-01-13 00:00:00,6,11,19,5,26
C01160,SMB,Tech,US,2023-01-07,Basic,Monthly,29,17,0,,15,27,56,2,7
C01161,SMB,Retail,EU,2022-12-17,Basic,Annual,29,34,1,2025-10-02 00:00:00,3,10,22,6,52
C01162,Mid-Market,Retail,US,2022-06-27,Pro,Annual,79,10,0,,23,33,72,1,17
C01163,SMB,Retail,US,2022-12-29,Basic,Monthly,29,15,1,2024-03-23 00:00:00,7,10,23,3,64
C01164,SMB,Finance,US,2022-07-13,Basic,Annual,29,29,0,,21,17,78,2,7
C01165,Mid-Market,Retail,APAC,2022-08-16,Pro,Annual,79,16,0,,11,32,40,1,11
C01166,SMB,Tech,US,2023-06-16,Basic,Monthly,29,34,0,,12,24,43,1,10
C01167,SMB,Marketing,US,2022-11-23,Basic,Annual,29,12,0,,11,30,44,2,7
C01168,SMB,Tech,EU,2022-07-02,Basic,Annual,29,14,0,,18,29,76,1,23
C01169,SMB,Retail,US,2023-10-21,Basic,Monthly,29,31,0,,13,25,68,1,6
C01170,SMB,Retail,APAC,2022-07-28,Basic,Monthly,29,3,0,,19,32,53,2,10
C01171,SMB,Retail,EU,2023-05-10,Basic,Monthly,29,14,1,2024-07-03 00:00:00,5,7,17,7,68
C01172,SMB,Tech,APAC,2023-05-31,Basic,Monthly,29,30,1,2025-11-16 00:00:00,6,11,17,3,66
C01173,SMB,Finance,US,2023-10-29,Basic,Monthly,29,22,1,2025-08-19 00:00:00,7,9,12,6,55
C01174,Mid-Market,Tech,US,2022-03-27,Pro,Annual,79,30,0,,24,22,72,2,7
C01175,Mid-Market,Marketing,US,2023-10-12,Pro,Annual,79,32,0,,21,30,55,1,11
C01176,Enterprise,Finance,EU,2023-01-16,Enterprise,Annual,149,28,0,,10,15,71,1,11
C01177,SMB,Finance,APAC,2022-03-15,Basic,Monthly,29,10,0,,21,32,49,2,17
C01178,SMB,Marketing,EU,2023-05-16,Basic,Monthly,29,31,1,2025-12-01 00:00:00,4,9,18,6,67
C01179,SMB,Healthcare,EU,2023-01-15,Basic,Monthly,29,17,0,,22,28,88,0,12
C01180,Mid-Market,Tech,APAC,2023-11-21,Pro,Monthly,79,17,0,,17,16,73,1,12
C01181,Mid-Market,Retail,APAC,2022-12-24,Pro,Monthly,79,25,1,2025-01-12 00:00:00,7,8,14,7,35
C01182,Enterprise,Healthcare,US,2022-01-29,Enterprise,Monthly,149,20,0,,20,26,74,0,10
C01183,SMB,Marketing,US,2023-10-06,Basic,Annual,29,23,1,2025-08-26 00:00:00,3,8,12,3,51
C01184,Mid-Market,Finance,US,2022-04-07,Pro,Monthly,79,2,0,,22,19,43,1,6
C01185,SMB,Healthcare,EU,2023-11-24,Basic,Monthly,29,31,0,,10,20,50,1,10
C01186,SMB,Retail,EU,2022-01-21,Basic,Annual,29,13,0,,22,27,66,2,20
C01187,SMB,Finance,APAC,2022-06-17,Basic,Monthly,29,22,0,,16,30,78,0,7
C01188,SMB,Healthcare,EU,2023-03-31,Basic,Annual,29,16,0,,24,29,45,1,12
C01189,SMB,Finance,EU,2022-02-20,Basic,Monthly,29,25,0,,10,32,66,2,20
C01190,SMB,Marketing,US,2022-10-31,Basic,Monthly,29,10,1,2023-08-27 00:00:00,5,9,21,7,32
C01191,Enterprise,Healthcare,EU,2022-08-17,Enterprise,Annual,149,33,0,,23,26,48,0,20
C01192,SMB,Finance,US,2022-07-14,Basic,Monthly,29,32,1,2025-02-28 00:00:00,3,6,13,3,40
C01193,SMB,Retail,APAC,2023-07-29,Basic,Monthly,29,27,1,2025-10-16 00:00:00,5,7,29,5,46
C01194,Enterprise,Healthcare,US,2022-09-21,Enterprise,Annual,149,13,0,,14,34,87,0,19
C01195,SMB,Finance,US,2022-03-28,Basic,Monthly,29,13,1,2023-04-22 00:00:00,3,11,23,4,53
C01196,Mid-Market,Marketing,APAC,2023-11-10,Pro,Annual,79,7,0,,10,28,57,0,11
C01197,SMB,Tech,APAC,2023-09-25,Basic,Annual,29,20,1,2025-05-17 00:00:00,7,10,17,7,38
C01198,Mid-Market,Healthcare,EU,2022-11-14,Pro,Annual,79,1,1,2022-12-14 00:00:00,7,9,10,5,27
C01199,Mid-Market,Retail,EU,2023-06-26,Pro,Annual,79,16,0,,14,22,83,0,15
C01200,SMB,Tech,US,2022-12-03,Basic,Monthly,29,4,1,2023-04-02 00:00:00,7,7,18,3,56
C01201,Enterprise,Tech,EU,2023-04-20,Enterprise,Monthly,149,15,0,,18,23,56,0,16
C01202,SMB,Healthcare,EU,2022-09-20,Basic,Monthly,29,24,0,,14,27,83,1,10
C01203,Enterprise,Finance,EU,2023-01-11,Enterprise,Monthly,149,12,0,,20,19,87,1,21
C01204,Enterprise,Finance,US,2022-09-25,Enterprise,Monthly,149,23,0,,23,18,69,1,16
C01205,Enterprise,Tech,US,2022-06-24,Enterprise,Monthly,149,24,0,,18,31,71,2,16
C01206,SMB,Retail,EU,2022-02-11,Basic,Annual,29,10,0,,15,26,71,2,4
C01207,SMB,Healthcare,US,2022-12-27,Basic,Monthly,29,13,1,2024-01-21 00:00:00,6,10,27,7,66
C01208,SMB,Finance,APAC,2023-05-30,Basic,Annual,29,5,1,2023-10-27 00:00:00,6,11,11,6,50
C01209,SMB,Finance,US,2022-03-09,Basic,Annual,29,21,0,,24,26,87,0,13
C01210,SMB,Marketing,US,2023-03-23,Basic,Monthly,29,11,0,,11,20,48,0,23
C01211,SMB,Tech,EU,2022-03-13,Basic,Monthly,29,27,1,2024-05-31 00:00:00,6,9,15,5,28
C01212,SMB,Healthcare,APAC,2023-10-07,Basic,Monthly,29,15,0,,22,30,46,1,10
C01213,SMB,Tech,US,2023-02-03,Basic,Monthly,29,34,0,,24,33,52,2,4
C01214,SMB,Marketing,APAC,2023-10-11,Basic,Monthly,29,9,1,2024-07-07 00:00:00,4,9,11,4,39
C01215,Enterprise,Retail,US,2022-05-14,Enterprise,Monthly,149,2,0,,20,17,89,2,4
C01216,SMB,Tech,APAC,2023-07-03,Basic,Annual,29,27,1,2025-09-20 00:00:00,4,10,11,4,55
C01217,SMB,Finance,US,2023-07-09,Basic,Monthly,29,3,0,,14,29,79,1,6
C01218,Mid-Market,Marketing,EU,2023-03-20,Pro,Monthly,79,26,1,2025-05-08 00:00:00,7,6,14,5,25
C01219,SMB,Finance,APAC,2023-11-14,Basic,Monthly,29,18,0,,16,15,45,1,16
C01220,SMB,Finance,US,2022-08-15,Basic,Annual,29,24,0,,17,23,52,1,13
C01221,SMB,Tech,US,2023-06-20,Basic,Monthly,29,28,0,,14,24,85,0,12
C01222,Mid-Market,Finance,US,2023-01-10,Pro,Annual,79,19,0,,20,24,56,1,21
C01223,SMB,Tech,US,2023-08-14,Basic,Annual,29,1,0,,19,15,71,1,18
C01224,Enterprise,Tech,US,2022-11-26,Enterprise,Monthly,149,27,0,,23,34,50,1,4
C01225,Enterprise,Marketing,APAC,2022-12-29,Enterprise,Annual,149,24,0,,11,18,49,1,11
C01226,Enterprise,Finance,US,2022-06-05,Enterprise,Monthly,149,1,0,,18,19,81,1,15
C01227,Mid-Market,Retail,US,2022-05-11,Pro,Monthly,79,8,1,2023-01-06 00:00:00,7,5,17,7,30
C01228,SMB,Finance,US,2022-07-13,Basic,Monthly,29,18,0,,19,32,72,2,6
C01229,SMB,Retail,EU,2022-09-29,Basic,Annual,29,5,0,,15,20,89,1,10
C01230,Enterprise,Tech,EU,2023-08-12,Enterprise,Monthly,149,26,0,,16,15,47,2,7
C01231,Mid-Market,Finance,EU,2022-10-20,Pro,Monthly,79,19,0,,16,15,80,2,8
C01232,SMB,Marketing,US,2023-06-18,Basic,Monthly,29,12,0,,17,19,70,0,16
C01233,Mid-Market,Tech,US,2022-01-05,Pro,Annual,79,17,1,2023-05-30 00:00:00,6,5,11,5,54
C01234,SMB,Marketing,APAC,2023-07-22,Basic,Monthly,29,26,1,2025-09-09 00:00:00,2,10,24,3,29
C01235,SMB,Finance,US,2023-01-03,Basic,Monthly,29,17,0,,18,26,68,0,22
C01236,SMB,Tech,US,2022-11-20,Basic,Annual,29,17,0,,13,24,46,1,19
C01237,Enterprise,Healthcare,APAC,2023-06-02,Enterprise,Monthly,149,1,1,2023-07-02 00:00:00,2,7,10,3,62
C01238,SMB,Tech,EU,2023-11-25,Basic,Monthly,29,23,1,2025-10-15 00:00:00,2,8,26,7,38
C01239,Mid-Market,Healthcare,EU,2023-04-05,Pro,Monthly,79,10,0,,11,31,47,1,12
C01240,Enterprise,Healthcare,US,2023-01-25,Enterprise,Monthly,149,33,0,,18,25,62,2,5
C01241,Enterprise,Healthcare,EU,2022-06-16,Enterprise,Monthly,149,10,0,,23,28,74,0,14
C01242,SMB,Retail,APAC,2023-05-05,Basic,Monthly,29,26,0,,20,32,58,0,19
C01243,SMB,Finance,US,2023-03-04,Basic,Monthly,29,20,1,2024-10-24 00:00:00,5,9,17,4,30
C01244,SMB,Retail,US,2023-01-24,Basic,Monthly,29,10,1,2023-11-20 00:00:00,3,5,17,7,25
C01245,SMB,Healthcare,US,2022-01-19,Basic,Monthly,29,18,0,,22,15,86,1,15
C01246,SMB,Finance,US,2022-03-04,Basic,Monthly,29,34,0,,24,27,63,0,22
C01247,Enterprise,Finance,US,2023-11-03,Enterprise,Monthly,149,12,0,,16,25,72,2,13
C01248,Enterprise,Healthcare,US,2022-10-15,Enterprise,Annual,149,8,0,,20,23,59,2,12
C01249,Mid-Market,Marketing,APAC,2022-04-15,Pro,Monthly,79,27,1,2024-07-03 00:00:00,6,7,13,3,71
C01250,Enterprise,Marketing,US,2023-02-23,Enterprise,Monthly,149,21,0,,16,16,81,0,18
C01251,SMB,Tech,US,2023-06-24,Basic,Annual,29,8,0,,12,25,88,0,13
